Text,date,link,year
"La moelle des donneurs fut prélevée dans les familles des victimes (chez la mère, le père ou les frères et soeurs), chez des personnes âgées de dix-huit à cinquante-six ans, après analyse des compatibilités histologiques (dans les systèmes HLA-A et HLA-B et, dans quelques cas, HLA-DR)",1989-08-09,https://www.lemonde.fr/archives/article/1989/08/09/la-greffe-rejetee_4146422_1819218.html,1989
" De son côté, Yolande lui parlait de sa mère, de ses frères et soeurs et de son ile",1989-08-23,https://www.lemonde.fr/archives/article/1989/08/23/trois-mariages-cosmopolites-dans-la-drome-filles-des-iles-en-vercors_4139916_1819218.html,1989
"Il met en scène une galerie de "" monstres "" : les phénomènes du cirque Barnum, soeurs siamoises, homme-serpent, homme-tronc, nain et femme à barbe",1989-08-27,https://www.lemonde.fr/archives/article/1989/08/27/les-monstres-de-tod-browning_4133811_1819218.html,1989
"Son fils, Philippe, trente-trois ans, sa compagne, Maryse Abadie, trente-six ans, chimiste de formation, et les deux soeurs de celle-ci, Josette, quarante ans, et Marie-Rose, trente-neuf ans, avaient chacun un rôle bien déterminé, du coupage à la commercialisation",1989-08-30,https://www.lemonde.fr/archives/article/1989/08/30/du-triangle-d-or-aux-beaux-quartiers-parisiens_4134499_1819218.html,1989
"Et Victor Hugo de conclure : ""Ce que les atrocités de Serbie mettent hors de doute, c'est qu'il faut à l'Europe une nationalité européenne, un gouvernement un, un immense arbitrage fraternel, la démocratie en paix avec elle-même, toutes les nations soeurs ayant pour cité et pour chef-lieu Paris, c'est-à-dire la liberté ayant pour capitale la lumière",1990-01-04,https://www.lemonde.fr/archives/article/1990/01/04/l-automne-des-peuples_3975502_1819218.html,1990
"Un autre journal affirme que les frères et les soeurs de Stewart, de connivence, avaient tué la jeune femme",1990-01-10,https://www.lemonde.fr/archives/article/1990/01/10/etats-unis-la-rumeur-de-boston-une-affaire-crapuleuse-maquillee-en-crime-raciste-passionne-l-opinion_3967570_1819218.html,1990
" Le périple s'achève sur des pages toutes récentes, la 4e Symphonie, émouvante et tourmentée, de Marcel Landowski (avec ses soeurs, no 1 Jean de la Peur et no 3 Des espaces) par l'orchestre National et Georges Prêtre (45",1990-01-16,https://www.lemonde.fr/archives/article/1990/01/16/moisson-francaise-musifrance-propose-une-collection-toute-fraiche-de-chefs-d-oeuvre_3969622_1819218.html,1990
"Les deux entreprises, soeurs ennemies des jeux populaires, ont en effet collecté près de 56 milliards de francs d'enjeux de toutes sortes en 1989",1990-01-24,https://www.lemonde.fr/archives/article/1990/01/24/bataille-par-informaticiens-interposes-dans-les-entreprises-de-jeux-les-cols-blancs-prennent-d-assaut-les-metiers-du-tierce-et-du-loto_3973677_1819218.html,1990
"Les maisonnettes sévères où s'entassaient, il y a un siècle et demi, les familles de tisserands se sont transformées, mais à peine, en boutiques, librairies ou coffee-shops à l'enseigne de Heathcliff, Emma ou Villette, en mémoire de l'oeuvre des soeurs Brontë",1990-01-27,https://www.lemonde.fr/archives/article/1990/01/27/a-l-enseigne-des-soeurs-bronte_3975081_1819218.html,1990
"Les écrits des soeurs Brontë sont ancrés dans cette région du Yorkshire, selon la manière de chacune",1990-01-27,https://www.lemonde.fr/archives/article/1990/01/27/a-l-enseigne-des-soeurs-bronte_3975081_1819218.html,1990
" Charlotte et Anne ont témoigné de l'expérience d'institutrice des trois soeurs, le seul moyen de gagner leur vie pour ces isolées, leur seul contact avec le monde",1990-01-27,https://www.lemonde.fr/archives/article/1990/01/27/a-l-enseigne-des-soeurs-bronte_3975081_1819218.html,1990
"Autour de cette table tournaient les soeurs, bras dessus bras dessous, devisant de politique, de philosophie ou de religion quand elles n'écrivaient pas chacune à leur pupitre dans le chuintement de la chandelle, tandis qu'au Black Bull leur frère étanchait sa soif et épanchait son âme en vrai fils d'Irlande",1990-01-27,https://www.lemonde.fr/archives/article/1990/01/27/a-l-enseigne-des-soeurs-bronte_3975081_1819218.html,1990
"Patricia Kaas plait aux parents, aux ados, et à leurs petits frères (ou soeurs)",1990-02-07,https://www.lemonde.fr/archives/article/1990/02/07/les-yeux-de-patricia-kaas_3969076_1819218.html,1990
" L'épouse de Nixon et ses soeurs donnent lieu à la série des "" Soeurs Brown """,1990-02-08,https://www.lemonde.fr/archives/article/1990/02/08/nicholas-nixon-l-objectif_3969806_1819218.html,1990
"Coincée entre ses deux soeurs, la Lettonie est apparemment plus tranquille",1990-02-11,https://www.lemonde.fr/archives/article/1990/02/11/vendredi-16-fevrier-la-lettonie-fr-3-22-h-55-que-sait-on-des-sous-bois-de-courlande_3963695_1819218.html,1990
" Certes, il y a des silhouettes, trois soeurs d'origine juive : Olga, riche et réactionnaire ; Pauline, qui n'abandonnerait pour rien au monde sa lutte contre l'apartheid, même si un totalitarisme noir menaçait de remplacer demain le totalitarisme blanc ; et Ruthie qui, elle, a disparu au bras d'un homme, laissant à ses soeurs une fille, Hillela",1990-02-16,https://www.lemonde.fr/archives/article/1990/02/16/nadine-gordimer-celle-qui-en-sait-trop_3966479_1819218.html,1990
"Autre signe de la vague de nationalisme qui a balayé le congrès du PDM, la présence de délégués en costume traditionnel et l'évocation des "" frères et soeurs mongols "" en Chine",1990-02-20,https://www.lemonde.fr/archives/article/1990/02/20/mongolie-la-fondation-d-un-parti-d-opposition-marque-la-fin-du-monopole-du-pc_3966534_1819218.html,1990
"Exception faite d'un sketch désopilant de New York Stories, Woody Allen n'a plus joué dans ses films _ il y en a eu trois : Radio Days, September, Une autre femme _ depuis Hannah et ses soeurs",1990-02-22,https://www.lemonde.fr/archives/article/1990/02/22/crimes-et-delits-le-nouveau-film-de-woody-allen-la-vie-est-un-roman-juif-new-yorkais_3957262_1819218.html,1990
"Cliff Stern, c'est lui, évidemment _ du moins tel qu'il sevoit au cinéma, _ comme il était Mickey dans Hannah et ses soeurs, Danny Rose dans Broadway Danny Rose, Issac Davis dans Manhattan, etc",1990-02-22,https://www.lemonde.fr/archives/article/1990/02/22/crimes-et-delits-le-nouveau-film-de-woody-allen-la-vie-est-un-roman-juif-new-yorkais_3957262_1819218.html,1990
"Dignes filles des Frustrés ou grandes soeurs d'Agrippine, Jocelyne, Evelyne, Sonia ou Michèle réussissent dans les relations publiques, la publicité ou les arts",1990-02-24,https://www.lemonde.fr/archives/article/1990/02/24/les-ados-branchees-de-jean-philippe-delhomme_3957942_1819218.html,1990
Dans cette ile déserte habitent deux soeurs,1990-02-27,https://www.lemonde.fr/archives/article/1990/02/27/haydn-amoureux-dans-le-gout-de-rousseau-une-seduisante-operetta-l-ile-deserte-voyage-a-travers-la-france_3959185_1819218.html,1990
" Et mes collègues qui jouent les soeurs Anne, à la veille de ce fameux congrès",1990-03-06,https://www.lemonde.fr/archives/article/1990/03/06/rouge-a-joues_3961955_1819218.html,1990
" La mesure s'applique à tout homme qui tue sa mère, ses filles, ses soeurs, ses tantes, ses nièces ou ses cousines, coupables d'adultère",1990-03-14,https://www.lemonde.fr/archives/article/1990/03/14/irak-tu-tueras-ta-parente-adultere_3965939_1819218.html,1990
"A côté de lui, le père, la mère, les frères et les soeurs de Magid, Djida Tazdait, le député européen (Verts), venue de Lyon, et puis six mille anonymes, copains de la cour de récréation, amis, parents, passants",1990-03-14,https://www.lemonde.fr/archives/article/1990/03/14/justice-six-mille-manifestants-a-roanne-la-mort-de-magid-enfant-du-pays_3956610_1819218.html,1990
"Il ne lui viendrait pas à l'esprit de commencer une allocution en s'adressant, comme le voulait la tradition syndicale et ouvrière du parti, à ses "" frères et soeurs """,1990-03-24,https://www.lemonde.fr/archives/article/1990/03/24/grande-bretagne-au-cours-d-une-election-partielle-les-conservateurs-ont-essuye-leur-defaite-la-plus-severe-depuis-1979_3961337_1819218.html,1990
Cours et logement sont assurés dans une splendide propriété qui fut la maison générale des soeurs de la Sainte-Famille,1990-03-24,https://www.lemonde.fr/archives/article/1990/03/24/les-francophones-de-bordeaux_3960691_1819218.html,1990
 _ J'ai cherché du bois pour le bûcher et je l'ai mise sur le feu parce Paul m'a dit qu'autrement mes frères et mes soeurs seraient aussi possédés ,1990-03-30,https://www.lemonde.fr/archives/article/1990/03/30/le-proces-des-buchers-de-faaite-le-demon-existe-comme-le-bien_3963407_1819218.html,1990
Il a donc consciencieusement participé aux séances d'exorcismes mortels sur deux de ses soeurs,1990-03-30,https://www.lemonde.fr/archives/article/1990/03/30/le-proces-des-buchers-de-faaite-le-demon-existe-comme-le-bien_3963407_1819218.html,1990
Je vous ai aimé comme des frères et des soeurs,1990-04-04,https://www.lemonde.fr/archives/article/1990/04/04/les-buchers-de-faaite-l-arrogante-sylvia-et-le-chapelet-des-larmes-de-sang_3965469_1819218.html,1990
" Me Michèle Maisonnier et James Lau (Papeete) ont longuement fait valoir que les accusés avaient été les otages d'une folie collective en septembre 1987, les poussant irrésistiblement à tuer leurs proches (mère, frères, soeurs, neveux",1990-04-07,https://www.lemonde.fr/archives/article/1990/04/07/des-peines-de-cinq-a-quatorze-annees-de-prison-au-proces-de-faaite-l-horreur-des-crimes-l-a-emporte_3956258_1819218.html,1990
" Pour tenter de comprendre ce qui s'est passé dans la voiture et pour exiger l'incarcération du sous-brigadier, le père de Saad Saoudi, une de ses soeurs et une amie de la famille ont observé dix jours de grève de la faim qu'ils viennent d'interrompre sur les instances de leur médecin",1990-04-12,https://www.lemonde.fr/archives/article/1990/04/12/un-mois-apres-la-mort-de-saad-saoudi-tue-par-un-policier-pres-de-marseille-le-desespoir-et-les-doutes-d-une-famille_3958794_1819218.html,1990
 Un contrat d'association N'allons pas croire cependant que la BUE possède dans ses coffres tout ce qui manque à ses petites soeurs,1990-04-24,https://www.lemonde.fr/archives/article/1990/04/24/en-fusionnant-sa-compagnie-financiere-avec-la-banque-de-l-union-europeenne-le-groupe-cic-se-dote-d-une-nouvelle-banque-de-tete_3962926_1819218.html,1990
"Le don d'ovocyte entre soeurs jumelles, la naissance de jumeaux à des années d'intervalle, l'insémination post-mortem, la grand-mère porteuse plongée, ainsi que sa famille, au nom de la science, dans la confusion incestueuse des identités, confusion issue des sources profondes de l'inconscient de chacun",1990-05-10,https://www.lemonde.fr/archives/article/1990/05/10/bioethique-de-la-science-au-delire_3992972_1819218.html,1990
"Un contexte certes réel mais pour le père, la mère, les frères et soeurs de Charles-Henri Salin, installés au deuxième rang, ce n'est pas un "" climat "" qui a tué un lycéen",1990-05-11,https://www.lemonde.fr/archives/article/1990/05/11/aux-assises-de-paris-les-deux-crimes-du-ghetto-de-pointe-a-pitre_3958441_1819218.html,1990
"Il y a cinq ans, dans Hannah et ses soeurs, il coupait son rôle en deux, laissant la partie "" sérieuse "" à Michael Caine pour n'en conserver que le versant comique",1991-02-07,https://www.lemonde.fr/archives/article/1991/02/07/alice-le-nouveau-film-de-woody-allen-la-magie-blanche-du-docteur-woody_4011159_1819218.html,1991
"Un jeune metteur en scène de vingt-neuf ans,chorégraphe et acteur parmi les plus en vue, Janusz Jozefowicz ; un excellent compositeur et pianiste, jeune lui-aussi, Janusz Stoklosa ; deux soeurs, Agata et Maryna Miklaszewska, qui ont écrit le livret ; les décors sont signés de Janusz Sosnowski qui a travaillé sur plus de quarante plateaux de cinéma dont ceux d'Andrzej Wajda",1991-02-09,https://www.lemonde.fr/archives/article/1991/02/09/varsovie-chante-et-danse-metro-premiere-comedie-musicale-privee-a-l-est-ou-le-visage-avenant-de-la-nouvelle-culture-liberale_4011872_1819218.html,1991
"Elle n'a jamais aimé celle qui "" harcelait "" son frère et désigne les soeurs Weber comme des "" sangsues """,1991-02-23,https://www.lemonde.fr/archives/article/1991/02/23/simone-weber-devant-les-assises-de-meurthe-et-moselle-des-grains-de-sable-sur-un-parpaing_4017107_1819218.html,1991
"Avoir créé un réseau de sociétés soeurs, qui font des achats ensemble et financent la production, au cinéma comme à la télévision, à l'échelle européenne",1991-03-03,https://www.lemonde.fr/archives/article/1991/03/03/le-31-festival-de-television-de-monte-carlo-marche-sur-fond-de-crise_4160391_1819218.html,1991
" Avant que leur prestation ne s'achève en une fusion chaotique et hilarante des morceaux précédents, leurs bonnes soeurs facétieuses, leurs cantatrices captives, leurs lilliputiens danseurs de lambada auront donné vie à un monde grivois et cruel, poétique sans mièvrerie, où plane le fantôme désinvolte de Fellini",1991-03-09,https://www.lemonde.fr/archives/article/1991/03/09/trois-hommes-et-un-delire_4010650_1819218.html,1991
"Sans oublier son goût inné des couleurs : au grand dam de son père, qui souhaitait le voir entrer dans l'affaire familiale d'assurances, et avec l'aide bienveillante de ses soeurs (six",1991-03-22,https://www.lemonde.fr/archives/article/1991/03/22/oscar-de-la-renta-createur-et-homme-d-affaires_4162380_1819218.html,1991
Georges déteste les soeurs de Suzanne,1991-03-26,https://www.lemonde.fr/archives/article/1991/03/26/carte-vermeille-trois-soeurs-trois-comediennes-magnifiques-un-film-intimiste-et-touchant_4015415_1819218.html,1991
" Une autre voix off, celle d'une maman gâteau a, en revanche, fort joliement résonné dans l'intimité de la Chapelle des Soeurs noires",1991-03-26,https://www.lemonde.fr/archives/article/1991/03/26/les-contrebandiers-des-planches-manifestation-transfrontaliere-le-v-festival-de-maubeuge-se-tient-jusqu-au-30-mars_4015417_1819218.html,1991
"Quand j'ai vu ce qu'on enseignait à mes soeurs aînées qui se préparaient à des emplois de bureau, j'ai préféré suivre l'exemple d'un cousin qui travaillait à l'aérospatiale après avoir fait des études techniques",1991-03-27,https://www.lemonde.fr/archives/article/1991/03/27/de-jeunes-techniciennes-a-l-assaut-de-bastions-masculins-on-ne-trouve-que-5-de-filles-dans-les-sections-de-genie-electrique-et-informatique-industrielle-des-iut_4163032_1819218.html,1991
"Parmi ses soeurs, elle est aussi celle qui s'affirme en transgressant plus ou moins les rôles traditionnels",1991-03-27,https://www.lemonde.fr/archives/article/1991/03/27/de-jeunes-techniciennes-a-l-assaut-de-bastions-masculins-on-ne-trouve-que-5-de-filles-dans-les-sections-de-genie-electrique-et-informatique-industrielle-des-iut_4163032_1819218.html,1991
"Quand le comique virait à la charge, à la caricature, on préférait "" opéra bouffe "" (Orphée aux enfers, la Belle Hélène, d'Offenbach, le Petit Faust, d'Hervé, les Cent Vierges, de Lecocq, Joséphine vendue par ses soeurs, de Roger, l'Etoile, de Chabrier) ; quand le ton était plus châtié et, surtout, quand la partition exigeait non pas des acteurs capables de chanter _ comme dans l'opéra bouffe _, mais des chanteurs comédiens, on parlait alors d'opéra-comique (Robinson Crusoë, d'Offenbach, Mam'zelle Nitouche, d'Hervé, le Petit Duc, de Lecocq, le Roi malgré lui, de Chabrier, Véronique, de Messager)",1991-03-31,https://www.lemonde.fr/archives/article/1991/03/31/la-bearnaise-de-messager-les-lecons-de-l-operette_4163688_1819218.html,1991
" Le plus dur sera sans doute de redresser l'image d'une université des sciences humaines "" malade de langueur "" et laissée à la traîne par ses deux soeurs en pleine santé",1991-04-11,https://www.lemonde.fr/archives/article/1991/04/11/la-maladie-de-langueur-de-strasbourg-ii-le-conseil-national-d-evaluation-vient-d-epingler-l-universite-locale-des-sciences-humaines-sans-pitie_4164425_1819218.html,1991
"Philippe Siauve, qui fauche au supermarché pour nourrir ses trois jeunes frères et soeurs, et plus tard, qui tâtera rageusement du haschich, de l'eau écarlate, du trichloréthylène, des plantes hallucinogènes, pour se punir de son enfance et tous les autres avec lui",1991-04-17,https://www.lemonde.fr/archives/article/1991/04/17/a-la-cour-d-assises-de-la-haute-garonne-equipee-sauvage_4165092_1819218.html,1991
La peinture rend à chacune de ses soeurs un hommage tendrement irrespectueux,1991-04-17,https://www.lemonde.fr/archives/article/1991/04/17/un-chagall-meconnu-excellente-surprise-en-suisse-ou-l-on-expose-des-tableaux-jamais-vus-pretes-par-les-musees-sovietiques_4165080_1819218.html,1991
"Si elle fait son union totale, la présence dans ses rangs de la frange anti-européenne du RPR ne pourra que la contraindre à rester isolée de ses soeurs européennes",1991-04-20,https://www.lemonde.fr/archives/article/1991/04/20/a-la-suite-du-rapprochement-des-democrates-chretiens-et-des-conservateurs-a-strasbourg-les-francais-isoles-au-parlement-europeen_4165654_1819218.html,1991
"Les idoles du jour s'appellent Gio Ponti, dont on parodie sans complexe les fauteuils rembourrés, et surtout Carlo Molino, architecte turinois des années 30, remis à la mode par les soeurs Paola et Rossella Colombari",1991-04-28,https://www.lemonde.fr/archives/article/1991/04/28/milan-ou-les-vertus-du-classicisme-fer-de-lance-de-l-industrie-transalpine-le-design-italien-s-expose-a-paris_4166372_1819218.html,1991
" C'est sur cette artère vouée au héros à l'antique que fut Honoré d'Estienne d'Orves (1901-1941), officier de marine gaulliste et essayiste, fusillé par la Gestapo, c'est là que les soeurs Laffitte ont livré leur premier grand combat public : l'hydre _ la Tarasque, en parler marseillais _ c'était un parc-auto, vaste comme un paquebot et sinistre comme une prison, construit là en 1965, à la place d'un marché aux légumes en plein air, lui-même successeur d'un canal relié au Vieux-Port, comblé en 1925",1991-05-04,https://www.lemonde.fr/archives/article/1991/05/04/la-theleme_4166997_1819218.html,1991
" Pendant les travaux, prenons le temps de remonter la filière Laffitte, au cas où vous auriez cru que les soeurs démolisseuses sont des homo novus nouvellement débarqués dans la métropole du Midi, d'où leur ardeur digne de néophytes",1991-05-04,https://www.lemonde.fr/archives/article/1991/05/04/la-theleme_4166997_1819218.html,1991
" Près de l'ancienne capitainerie des galères, aménagée en hôtel, au mitan de cet espace redevenu partie intégrante du visage urbain, le "" petit empire "" des soeurs Laffitte dévide discrètement, sur mille mètres carrés en retrait du cours, sa librairie _ qui n'est plus cependant la première de Marseille par le revenu _, ses éditions, ses salles d'expositions et de conférences, sa boutique d'antiquaire (affermée), son rayon traiteur et vins, son restaurant enfin, où les artichauts en barigoule (50 F) voisinent avec la soupe de favouilles (60 F) (1) ou la baudroie (2) à la Raimu (100 F)",1991-05-04,https://www.lemonde.fr/archives/article/1991/05/04/la-theleme_4166997_1819218.html,1991
La collaboration est de plus en plus large avec de nombreuses universités allemandes et avec les universités soeurs de la Confédération européenne des universités du Rhin supérieur (principalement avec Fribourg et Bâle),1991-05-16,https://www.lemonde.fr/archives/article/1991/05/16/la-maladie-de-langueur-de-strasbourg-ii_4157836_1819218.html,1991
"Traumatisés par la fermeture de leur collège, ébranlés par l'image pas toujours dynamique que les médias donnent du Limousin en général et de la Corrèze en particulier, les habitants de Juillac, chef-lieu de canton de 1 200 habitants situé à une trentaine de kilomtères de Brive, ont décidé de réagir avec humour en créant la première réserve de Corréziens vivants, destinée "" à préserver leurs frères et leurs soeurs de la modernité """,1991-06-02,https://www.lemonde.fr/archives/article/1991/06/02/reserves-de-correziens_4008371_1819218.html,1991
"C'est retrouver les personnages qui peuplent cette enfance : le père vénéré, médecin pauvre originaire des Pouilles et nourri de littérature grecque ; la mère, riche aristocrate russe émigrée, lyrique et expansive comme il convient ; les frères et soeurs, les domestiques, les gouvernantes, l'amie de la mère, chanteuse à la Scala, avec son chapeau "" en forme de locomotive et de cheminée d'usine """,1991-06-21,https://www.lemonde.fr/archives/article/1991/06/21/l-enfance-de-tucci_4006395_1819218.html,1991
"L'univers contradictoire de ce romancier halluciné s'incarne ici en deux soeurs, une chanteuse de cabaret et une exaltée appartenant à une secte, la seconde convertissant la première",1991-06-21,https://www.lemonde.fr/archives/article/1991/06/21/le-rire-onirique-de-goyen_4005814_1819218.html,1991
"L'univers contradictoire de ce romancier halluciné s'incarne ici en deux soeurs, une chanteuse de cabaret et une exaltée appartenant à une secte, la seconde convertissant la première",1991-06-21,https://www.lemonde.fr/archives/article/1991/06/21/le-rire-onirique-de-goyen_4006416_1819218.html,1991
"Sans aller jusqu'à évoquer Casanova et le divin marquis, il suffit de fréquenter les arrière-cours des public schools anglaises ou de leurs soeurs aînées de Cambridge et d'Oxford pour découvrir, sur le mode masculin et quasi "" thébain "", ce qui étonnait tant Jean Genet sur le Barrio Chino de Barcelone",1991-06-21,https://www.lemonde.fr/archives/article/1991/06/21/plongee-en-eau-sombre_4161941_1819218.html,1991
"Etre des frères plus que frères, des soeurs plus que soeurs, être soi et l'autre, se voir double, couple dès la naissance et complices au berceau, voilà qui constitue un privilège et un fardeau",1991-06-28,https://www.lemonde.fr/archives/article/1991/06/28/le-double-miroir_4007118_1819218.html,1991
", qui resta toute sa vie auprès de son père, s'occupa-t-elle seulement des enfants de ses (demi) frères et soeurs",1991-07-14,https://www.lemonde.fr/archives/article/1991/07/14/les-recits-de-musique-hors-de-la-musique-point-de-salut_4002547_1819218.html,1991
En peu d'années Paolina devient administratrice de la fortune familiale qu'elle partage avec ses deux soeurs survivantes,1991-07-19,https://www.lemonde.fr/archives/article/1991/07/19/ceci-n-est-pas-une-gondole_4004650_1819218.html,1991
"Les soeurs se disputent, les affaires d'héritage deviennent sordides, le comte épouse sa chère Paolina qui en moins de deux ans périt à son tour, soignée en dépit du bon sens par un médecin imbécile",1991-07-19,https://www.lemonde.fr/archives/article/1991/07/19/ceci-n-est-pas-une-gondole_4004650_1819218.html,1991
"C'est à ce moment-là que nous avons pu enfin créer les oeuvres que nous voulions, comme nous le voulions et que nous avons connu de grands succès dans notre pays et au-delà avec les Trois Soeurs, Lorenzaccio, OEdipe, Hamlet",1991-07-25,https://www.lemonde.fr/archives/article/1991/07/25/un-entretien-avec-karel-kraus-notre-theatre-doit-repenser-notre-passe-nous-declare-le-metteur-en-scene-tchecoslovaque_4005910_1819218.html,1991
" En attendant d'être autorisés à regagner la France, les frères Bouréquat se sont provisoirement installés, dès leur sortie de prison, chez une de leurs soeurs, à Casablanca",1992-01-01,https://www.lemonde.fr/archives/article/1992/01/01/maroc-portes-disparus-depuis-dix-huit-ans-les-trois-freres-bourequat-ont-ete-liberes_3884499_1819218.html,1992
"Soeur Marie Keyrouz, religieuse de la congrégation des Soeurs basiliennes chouérites du Liban, premier prix du disque de l'Académie Charles-Cros, plusieurs fois docteur en musicologie, interprète de chants religieux orientaux mille fois couronnée par la critique, en a "" pleuré """,1992-01-10,https://www.lemonde.fr/archives/article/1992/01/10/l-orient-sacre-de-soeur-marie-la-religieuse-libanaise-interprete-les-chants-de-la-tradition-maronite-et-byzantine_3879899_1819218.html,1992
" Fastueuses compilations de clips (Prince, The Cure, Queen), carte échantillon de la "" haute définition "" (les soeurs Labèque à Giverny), concerts classiques filmés sans imagination particulière, on voit bien que la qualité des "" produits "", outre le charisme des interprètes, est largement fonction des moyens financiers qu'ils ont mobilisés",1992-01-25,https://www.lemonde.fr/archives/article/1992/01/25/des-croisette-a-foison-le-festival-de-l-audiovisuel-musical-veut-jeter-des-ponts-entres-les-images-et-les-sons_3875486_1819218.html,1992
" Dans un autre style, les Gais pour les libertés se taillent un franc succès avec leurs deux soeurs à cornette outrageusement maquillées qui lancent : "" Nous sommes tous des amants d'immigrés",1992-01-28,https://www.lemonde.fr/archives/article/1992/01/28/la-manifestation-antiraciste-de-paris-de-la-bastille-a-la-nation-le-pen-la-haine-y-en-a-marre_3876769_1819218.html,1992
"Par exemple, des soeurs, enlevées dans le sud du pays, ont été vendues 3 400 yuans (1 yuan vaut un peu moins de 1 franc) un enfant de cinq ans ; 4 200 yuans",1992-03-07,https://www.lemonde.fr/archives/article/1992/03/07/chine-femmes-a-l-encan_3873798_1819218.html,1992
"Ainsi du rôle complexe, souvent paradoxal que jouent les familles et particulièrement les ""grandes soeurs "", que la sociologie, bizarrement, ignore",1992-06-04,https://www.lemonde.fr/archives/article/1992/06/04/des-adolescents-font-leur-bilan-de-savoir-meme-s-il-renvoie-massivement-a-une-categorie-sociale-l-echec-scolaire-s-inscrit-d-abord-dans-une-histoire-individuelle_3909282_1819218.html,1992
" Chez Mesguich, autres comédiens d'un avenir sûr (s'ils ne s'abîment pas) : Cécile Sanz de Alba, Muriel Gorius, Florence Viala, Ophélie Koering et Philippe Macaigne (Elise et Cléante dans le réfrigérateur d'Harpagon), Florence Viala (Irina des Trois soeurs et formidable Natalia de la Demande en mariage de Tchekhov)",1992-06-20,https://www.lemonde.fr/archives/article/1992/06/20/a-eux-de-jouer-fin-d-etudes-au-conservatoire-national-d-art-dramatique-les-eleves-deviennent-acteurs_3905499_1819218.html,1992
"Si sympathique qu'il nous apparaîtrait déplacé de songer devant pareil sourire, fût-ce un instant, que le développement de la contraception, dans les pays pauvres où elles travaillent, pourrait aider beaucoup de Soeurs Emmanuelle",1992-06-21,https://www.lemonde.fr/archives/article/1992/06/21/courrier-laurent-soeur-emmanuelle-et-dieu_3906729_1819218.html,1992
"Elle écoute ses trois soeurs, penchées au-dessus de son lit d'hôpital",1992-07-03,https://www.lemonde.fr/archives/article/1992/07/03/la-discrete-horreurs-et-delices-le-poids-des-choses-en-route-vers-le-mot-des-nouvelles-d-andree-chedid-pour-celebrer-l-amour-de-la-vie-a-la-mort-a-la-vie-d-andree-chedid-flammarion_3912226_1819218.html,1992
"Des mordus, des fanatiques qui les sortent le dimanche pour leur faire prendre les nuages ; des missionnaires qui entraînent les enfants des écoles et les bonnes soeurs volantes dans des virées dont tout le monde revient le coeur chaviré et l'âme légère ; des nostalgiques qui se souviennent de toutes leurs peurs bleues et veulent, une fois encore, se rassurer au chuintement des roues mordant la piste",1992-07-04,https://www.lemonde.fr/archives/article/1992/07/04/decouvertes-dc-3-le-veteran-du-ciel_3912821_1819218.html,1992
"Qui sont ces femmes, soeurs, mères, si proches et si dissemblables",1992-07-24,https://www.lemonde.fr/archives/article/1992/07/24/l-ete-festival-46eme-festival-d-avignon-nous-sommes-tous-en-danger-jean-louis-martinelli-s-empare-de-pasolini-pour-un-spectacle-sombre-et-salutaire-calderon-a-la-salle-benoit-xii_3901558_1819218.html,1992
"Tout à l'heure, elles étaient soeurs dans un château espagnol de l'Age d'or ; les voici toutes deux prostituées à Barcelone, exclues, malmenées par la misère et la violence d'un franquisme dur aux marginales",1992-07-24,https://www.lemonde.fr/archives/article/1992/07/24/l-ete-festival-46eme-festival-d-avignon-nous-sommes-tous-en-danger-jean-louis-martinelli-s-empare-de-pasolini-pour-un-spectacle-sombre-et-salutaire-calderon-a-la-salle-benoit-xii_3901558_1819218.html,1992
"Trois soeurs, pédiatre, professeurs",1992-08-05,https://www.lemonde.fr/archives/article/1992/08/05/les-xxiiemes-jeux-olympiques-d-ete-obliques-esperanza_3895090_1819218.html,1992
" Il s'agit certes d'un réflexe de solidarité communautaire, mais qui illustre la rivalité des deux pays auprès des communautés musulmanes "" soeurs "" libérées du joug communiste",1992-08-12,https://www.lemonde.fr/archives/article/1992/08/12/bosnie-la-solidarite-des-pays-musulmans-n-est-pas-toujours-denuee-d-arriere-pensees-politiques_3897711_1819218.html,1992
"Une de mes soeurs (nous sommes six enfants, dont cinq filles), la plus irlandaise de toutes, est celle que je préfère retrouver",1992-08-27,https://www.lemonde.fr/archives/article/1992/08/27/disques-good-news-le-dernier-album-de-carmel-miss-mccourt-radicale-et-souriante_3902449_1819218.html,1992
" Le même sujet avait inspiré Phil Joannou pour son film Final Analysis (stupidement traduit par Sang chaud pour meurtre de sang-froid), autre clin d'oeil à Vertigo du brave Alfred, qui jouait du désarroi d'un psychiatre, freudien et inculte, celui-ci subjugué par deux soeurs aussi redoutables qu'un banc de pira- nhas",1992-08-28,https://www.lemonde.fr/archives/article/1992/08/28/premiers-romans-landru-sur-le-divan_3895221_1819218.html,1992
" William Gerhardie, lui, ne cache pas l'admiration qu'il porte à l'auteur des Trois Soeurs et qui régit sa manière d'écrire, sa manière de vivre",1992-10-02,https://www.lemonde.fr/archives/article/1992/10/02/d-autres-mondes-un-anglais-tchekhovien_3900682_1819218.html,1992
"Au point aussi d'avoir intitulé "" Les trois soeurs "" le premier chapitre de ce roman dans lequel nous faisons connaissance, en même temps que le narrateur, de la famille Bursanov et des trois filles de la maison, Sonia, Nina et Vera, seize, quinze et quatorze ans",1992-10-02,https://www.lemonde.fr/archives/article/1992/10/02/d-autres-mondes-un-anglais-tchekhovien_3900682_1819218.html,1992
